id,name,carrier,state,tier,brand_or_generic,created_at,updated_at
9530,Treximet,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9531,Ampyra,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9532,Aubagio,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9533,Avonex,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9534,Betaseron,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9535,Copaxone 20 mg,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9536,Extavia,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9537,Gilenya,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9538,Rebif,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9539,Tecfidera,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9540,Abilify,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9541,Alprazolam,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9542,Alprazolam Extended-Release,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9543,Aricept 23 mg,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9544,Buprenorphine/ Naloxone Tablet,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9545,Buspirone,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9546,Carbidopa-Levodopa,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9547,Diazepam,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9548,"Donepezil 5, 10 mg",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9549,Latuda,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9550,Lithium,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9551,Lorazepam,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9552,Mirapex ER,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9553,Modafinil,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9554,Nuvigil,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9555,Olanzapine,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9556,Pramipexole,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9557,Provigil,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9558,Quetiapine,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9559,Requip XL,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9560,Risperidone,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9561,Ropinirole,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9562,Seroquel XR,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9563,Suboxone Film,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9564,Tasmar,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9565,Xyrem,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9566,Zelapar,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9567,Ziprasidone,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9568,Zubsolv,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9569,Ambien CR,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9570,Edluar,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9571,Intermezzo,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9572,Lunesta,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9573,Silenor,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9574,Temazepam,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9575,Zaleplon,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9576,Zolpidem,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9577,Zolpidem Extended-Release,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9578,Zolpimist,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9579,Carbamazepine,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9580,Clonazepam,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9581,Depakote,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9582,Depakote ER,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9583,Diazepam,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9584,Divalproex,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9585,Divalproex Extended-Release,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9586,Gabapentin,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9587,Keppra,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9588,Keppra XR,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9589,Lamictal,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9590,Lamictal XR,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9591,Lamotrigine,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9592,Levetiracetam,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9593,Levetiracetam Extended-Release,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9594,Lyrica,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9595,Neurontin,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9596,Oxcarbazepine,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9597,Oxtellar XR,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9598,Phenytoin,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9599,Topamax,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9600,Topiramate,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9601,Trileptal,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9602,Trokendi XR,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9603,Zonegran,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9604,Zonisamide,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9605,Absorica,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9606,Acanya,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9607,Aczone,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9608,Adapalene,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9609,Azelex,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9610,Benzaclin,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9611,"Betamethasone Dipropionate Cream, Lotion, Ointment",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9612,Betamethasone Valerate Foam,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9613,Carac,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9614,"Ciclopirox Cream, Gel, Lotion, Solution",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9615,Claravis,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9616,Clindagel,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9617,Clindamycin 1%/ Benzoyl Peroxide 5% Jar,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9618,Clindamycin 1 .2%/ Benzoyl Peroxide 5%,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9619,"Clindamycin Gel, Lotion, Solution, Swabs",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9620,"Clobetasol  Propionate Cream, Lotion, Ointment, Solution",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9621,Clobex Shampoo,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9622,Cloderm,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9623,"Clotrimazole- Betamethasone Cream, Lotion",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9624,Condylox Gel,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9625,"Desonide Cream, Lotion, Ointment",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9626,Differin,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9627,Duac,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9628,Epiduo,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9629,Finacea,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9630,"Fluocinonide 0 .05% Cream, Ointment, Solution",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9631,Fluocinonide 0.1% Cream,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9632,Hydrocortisone Butyrate Cream,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9633,"Hydrocortisone Cream, Ointment",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9634,Keralyt Scalp Kit,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9635,Locoid Lipocream,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9636,Locoid Lotion,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9637,Luxiq,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9638,Metrogel 1%,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9639,Metronidazole Gel 0 .75%,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9640,Metronidazole Gel 1%,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9641,"Mometasone Furoate Cream, Lotion, Ointment",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9642,Mupirocin Ointment,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9643,"Nystatin-Triamcinolone Acetonide Cream, Ointment",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9644,Oxsoralen-Ul,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9645,Picato,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9646,Protopic,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9647,Retin-A Micro,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9648,Sodium Sulfacetamide-Sulfur,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9649,Sorilux,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9650,Stelara,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9651,Sumadan,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9652,Sumaxin CP,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9653,Sumaxin TS,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9654,Taclonex,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9655,Tretinoin,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9656,Tretinoin Microspheres,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9657,"Triamcinolone Acetonide Cream, Lotion, Ointment",United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9658,Trianex,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9659,Umecta,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9660,Umecta PD,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9661,Uramaxin GT,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9662,Vanos,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9663,Vectical,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9664,Veltin,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9665,Verdeso,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9666,Virasal,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9667,Xerese,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9668,Ziana,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9669,Zyclara,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9670,Accu-Chek Active Test Strips,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9671,Accu-Chek Aviva Plus,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9672,Accu-Chek Aviva Plus Test Strips,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9673,Accu-Chek Comfort Curve Test Strips,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9674,Accu-Chek Compact Test Strips,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9675,Accu-Chek Nano SmartView,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9676,Accu-Chek Nano SmartViewTest Strips,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9677,Contour Test Strips,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9678,Freestyle Test Strips,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9679,One Touch Test Strips,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9680,One Touch Ultra Mini,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9681,One Touch Ultra Test Strips,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9682,One Touch Verio IQ,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9683,One Touch Verio IQ Test  Strips,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9684,Humalog KwikPen,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9685,Humalog Mix 75-25 KwikPen,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9686,Humalog Vials,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9687,Humulin 70-30 Vials,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9688,Humulin KwikPen,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9689,Humulin N KwikPen,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9690,Humulin N Vials,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9691,Humulin R Vials,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9692,Lantus Solostar,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9693,Lantus Vials,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9694,Levemir Flexpen,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9695,Levemir Vials,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9696,Novolog,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9697,Novolog Flexpen,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9698,Bydureon,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9699,Byetta,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9700,Glimepiride,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9701,Glipizide,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9702,Glipizide Extended-Release,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9703,Glumetza,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9704,Glyburide,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9705,Glyburide-Metformin,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9706,Janumet,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9707,Januvia,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9708,Jentadueto,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9709,Kazano,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9710,Kombiglyze  XR,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9711,Metformin,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9712,Metformin Extended-Release,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9713,Nesina,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9714,Onglyza,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9715,Oseni,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9716,Pioglitazone,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9717,Pioglitazone-Metformin,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9718,Prandimet,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9719,Prandin,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9720,Repaglinide,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9721,Tradjenta,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9722,Victoza,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9723,Genotropin,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9724,Humatrope,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9725,Norditropin,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9726,Nutropin AQ NuSpin,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9727,Omnitrope,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9728,Saizen,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9729,Tev-Tropin,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9730,Calcitriol,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9731,Desmopressin,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9732,Dexamethasone,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9733,Methylprednisolone,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9734,Prednisolone,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9735,Prednisone,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9736,Rayos,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9737,Armour Thyroid,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9738,Levothyroxine Sodium,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9739,Levoxyl,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9740,Liothyronine Sodium,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9741,Methimazole,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9742,NP Thyroid,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9743,Synthroid,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9744,Tirosint,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9745,Azelastine,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9746,Bepreve,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9747,Elestat,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9748,Emadine,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9749,Lastacaft,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9750,Pataday,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9751,Patanol,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9752,Erythromycin,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9753,Ofloxacin,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9754,Polymyxin B Sulfate/ Trimethoprim,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9755,Tobradex ST,United Healthcare,CA,3,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9756,Tobramycin/ Dexamethasone,United Healthcare,CA,1,generic,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
9757,Alphagan P 0.1%,United Healthcare,CA,2,brand,2014-10-09T23:41:11-07:00,2014-10-09T23:41:11-07:00
